"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"INJECTION DATE","INJECTED FLUID","INJECTED VOLUME","INJECTED VOLUME UNITS","TOP OF INJECTION INTERVAL, FEET","BOTTOM OF INJECTION INTERVAL, FEET","INJECTION UNIT NAME"
"=""35037275540000""",Keywest,1a,"E O K Operating Llc",OK,Creek,2016-04-01,Water,63000,BBL,4090,4110,Keywest
"=""35037275540000""",Keywest,1a,"E O K Operating Llc",OK,Creek,2016-02-01,Water,63000,BBL,4090,4110,Keywest
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,2016-11-01,Water,600,BBL,1878,1892,Naifeh
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,2016-07-01,Water,600,BBL,1878,1892,Naifeh
"=""35037269190000""",Naifeh,85-1,"Dyer Dale E Dba The Loving Company",OK,Creek,2016-06-01,Water,600,BBL,1878,1892,Naifeh
"=""35037254150000""",Boone,3,"Baber Oil Company Llc",OK,Creek,2016-02-01,Water,420,BBL,2623,2635,Boone
"=""35037253610000""",Bourell-shelton,1,"Denham Danny D",OK,Creek,2016-12-01,Water,0,BBL,1890,2516,Bourell-shelton
"=""35037253610000""",Bourell-shelton,1,"Denham Danny D",OK,Creek,2016-08-01,Water,0,BBL,1890,2516,Bourell-shelton
"=""35037253610000""",Bourell-shelton,1,"Denham Danny D",OK,Creek,2016-06-01,Water,0,BBL,1890,2516,Bourell-shelton
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2016-11-01,Water,51189,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2016-07-01,Water,50990,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2016-04-01,Water,49695,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2016-03-01,Water,49695,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2016-02-01,Water,46498,BBL,4048,4189,Curtis
"=""35037231610000""","Shelton Ponder Dutcher Sand U",3511-w,"Holloway David A",OK,Creek,2016-11-01,Water,0,BBL,2504,2524,"Shelton Ponder Dutcher Sand U"
"=""35037231610000""","Shelton Ponder Dutcher Sand U",3511-w,"Holloway David A",OK,Creek,2016-04-01,Water,0,BBL,2504,2524,"Shelton Ponder Dutcher Sand U"
"=""35037231690000""","Wortman ""a""",1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2016-11-01,Water,4500,BBL,2370,2410,"Wortman ""a"""
"=""35037248190000""",Neasby,29-2,"D & M Production Co Inc",OK,Creek,2016-07-01,Water,2500,BBL,2142,2197,Neasby
"=""35037248190000""",Neasby,29-2,"D & M Production Co Inc",OK,Creek,2016-03-01,Water,1150,BBL,2142,2197,Neasby
"=""35037248490000""",Martin,2-a,"Tomorrows Energy Exploration Inc",OK,Creek,2016-09-01,Water,8000,BBL,3624,3628,Martin
"=""35037248490000""",Martin,2-a,"Tomorrows Energy Exploration Inc",OK,Creek,2016-02-01,Water,785,BBL,3624,3628,Martin
"=""35037244810000""",Cottonwood,2,"Circle 9 Resources Llc",OK,Creek,2016-11-01,Water,3416,BBL,2564,2580,Cottonwood
"=""35037244810000""",Cottonwood,2,"Circle 9 Resources Llc",OK,Creek,2016-07-01,Water,3416,BBL,2564,2580,Cottonwood
"=""35037249090000""",Pickett,1b,"Luke Oil Company",OK,Creek,2016-09-01,Water,50,BBL,2994,3000,Pickett
"=""35037263070000""",Gullen-kernal,1,"Tidewater Operating Co Inc",OK,Creek,2016-01-01,Water,24610,BBL,3386,3499,Gullen-kernal
"=""35037263140000""",Garrett,1,"Inland Oil Corporation",OK,Creek,2016-09-01,Water,2875,BBL,1880,1950,Garrett
"=""35037263140000""",Garrett,1,"Inland Oil Corporation",OK,Creek,2016-02-01,Water,3010,BBL,1880,1950,Garrett
"=""35037263230000""",Beam,8,"Cardinal Oil Llc",OK,Creek,2016-12-01,Water,0,BBL,810,823,Beam
"=""35037263230000""",Beam,8,"Cardinal Oil Llc",OK,Creek,2016-08-01,Water,0,BBL,810,823,Beam
"=""35037263230000""",Beam,8,"Cardinal Oil Llc",OK,Creek,2016-06-01,Water,0,BBL,810,823,Beam
"=""35037263230000""",Beam,8,"Cardinal Oil Llc",OK,Creek,2016-03-01,Water,0,BBL,810,823,Beam
"=""35037265020000""",Guiterrez,2,"Sparks Resources Inc",OK,Creek,2016-11-01,Water,4500,BBL,2148,2154,Guiterrez
"=""35037265020000""",Guiterrez,2,"Sparks Resources Inc",OK,Creek,2016-10-01,Water,4650,BBL,2148,2154,Guiterrez
"=""35037265020000""",Guiterrez,2,"Sparks Resources Inc",OK,Creek,2016-02-01,Water,4200,BBL,2914,2915,Guiterrez
"=""35037255620000""",Smith-doolin,3,"D & M Production Co Inc",OK,Creek,2016-04-01,Water,1200,BBL,2584,2590,Smith-doolin
"=""35037255640000""",Yocham,1,"Holloway David A",OK,Creek,2016-12-01,Water,0,BBL,1890,1928,Yocham
"=""35037255640000""",Yocham,1,"Holloway David A",OK,Creek,2016-01-01,Water,0,BBL,1890,1928,Yocham
"=""35037264220000""",Kyser,4,"Cardinal Oil Llc",OK,Creek,2016-08-01,Water,4000,BBL,2523,2532,Kyser
"=""35037264220000""",Kyser,4,"Cardinal Oil Llc",OK,Creek,2016-06-01,Water,0,BBL,2523,2532,Kyser
"=""35037264220000""",Kyser,4,"Cardinal Oil Llc",OK,Creek,2016-05-01,Water,4400,BBL,2523,2532,Kyser
"=""35037264220000""",Kyser,4,"Cardinal Oil Llc",OK,Creek,2016-02-01,Water,4200,BBL,2523,2532,Kyser
"=""35037258130000""",Holt,3,"Krumme Oil Company Llp",OK,Creek,2016-07-01,Water,3255,BBL,2330,2346,Holt
"=""35037258200000""",Odell,3,"Nbi Services Inc",OK,Creek,2016-08-01,Water,0,BBL,3175,3182,Odell
"=""35037258260000""","Creek County",1,"Holloway David A",OK,Creek,2016-03-01,Water,0,BBL,1901,1924,"Creek County"
"=""35037264650000""","Texaco-kerr Mcgee B",1,"Rover Operating Llc",OK,Creek,2016-11-01,Water,0,BBL,2840,2920,"Texaco-kerr Mcgee B"
"=""35037264650000""","Texaco-kerr Mcgee B",1,"Rover Operating Llc",OK,Creek,2016-09-01,Water,0,BBL,2840,2920,"Texaco-kerr Mcgee B"
"=""35037264650000""","Texaco-kerr Mcgee B",1,"Rover Operating Llc",OK,Creek,2016-01-01,Water,4611,BBL,2840,2920,"Texaco-kerr Mcgee B"
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2016-11-01,Water,0,BBL,3166,3174,"Day South"
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2016-09-01,Water,0,BBL,3166,3174,"Day South"
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2016-03-01,Water,0,BBL,3166,3174,"Day South"
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2016-12-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2016-11-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2016-08-01,Water,0,BBL,1926,1938,Corbin
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2016-09-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2016-05-01,Water,0,BBL,1916,1954,Greemore
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2016-11-01,Water,0,BBL,2568,2582,Rollestone
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2016-07-01,Water,0,BBL,2568,2582,Rollestone
"=""35037261850000""",Polar,2,"Spess Oil Company Inc",OK,Creek,2016-06-01,Water,0,BBL,2926,2938,Polar
"=""35037261850000""",Polar,2,"Spess Oil Company Inc",OK,Creek,2016-04-01,Water,0,BBL,2926,2938,Polar
"=""35037255820000""",Conner,3,"Nbi Services Inc",OK,Creek,2016-11-01,Water,0,BBL,3214,3234,Conner
"=""35037255820000""",Conner,3,"Nbi Services Inc",OK,Creek,2016-07-01,Water,0,BBL,3214,3234,Conner
"=""35037255820000""",Conner,3,"Nbi Services Inc",OK,Creek,2016-06-01,Water,0,BBL,3214,3234,Conner
"=""35037255830000""",Sinker,1,"Nbi Services Inc",OK,Creek,2016-07-01,Water,0,BBL,3154,3166,Sinker
"=""35037255830000""",Sinker,1,"Nbi Services Inc",OK,Creek,2016-05-01,Water,0,BBL,3154,3166,Sinker
"=""35037255830000""",Sinker,1,"Nbi Services Inc",OK,Creek,2016-04-01,Water,0,BBL,3154,3166,Sinker
"=""35037256910000""",Grace,9,"Holloway David A",OK,Creek,2016-02-01,Water,0,BBL,1904,1924,Grace
"=""35037256910000""",Grace,9,"Holloway David A",OK,Creek,2016-01-01,Water,0,BBL,1904,1924,Grace
"=""35037257120000""",Wolf,1,"Williford Energy Company",OK,Creek,2016-12-01,Water,0,BBL,2570,2563,Wolf
"=""35037257120000""",Wolf,1,"Williford Energy Company",OK,Creek,2016-02-01,Water,0,BBL,2570,2563,Wolf
"=""35037265680000""",Annaco,3,"Melson Oil & Gas Inc",OK,Creek,2016-11-01,Water,0,BBL,2066,2110,Annaco
"=""35037265680000""",Annaco,3,"Melson Oil & Gas Inc",OK,Creek,2016-03-01,Water,0,BBL,2066,2110,Annaco
"=""35037265900000""",Dowdy,1,"Withrow Oil Company Inc",OK,Creek,2016-11-01,Water,0,BBL,2750,2850,Dowdy
"=""35037265900000""",Dowdy,1,"Withrow Oil Company Inc",OK,Creek,2016-07-01,Water,0,BBL,2750,2850,Dowdy
"=""35037268810000""",Rushing,1,"Hinson Bobbie L",OK,Creek,2016-12-01,Water,380,BBL,3134,3140,Rushing
"=""35037268810000""",Rushing,1,"Hinson Bobbie L",OK,Creek,2016-09-01,Water,380,BBL,3134,3140,Rushing
"=""35037269030000""",Beavers,2,"Mickalson Operating Company",OK,Creek,2016-12-01,Water,600,BBL,2986,3026,Beavers
"=""35037269030000""",Beavers,2,"Mickalson Operating Company",OK,Creek,2016-10-01,Water,600,BBL,2986,3026,Beavers
"=""35037269030000""",Beavers,2,"Mickalson Operating Company",OK,Creek,2016-09-01,Water,600,BBL,2986,3026,Beavers
"=""35037269030000""",Beavers,2,"Mickalson Operating Company",OK,Creek,2016-05-01,Water,600,BBL,2986,3026,Beavers
"=""35037269030000""",Beavers,2,"Mickalson Operating Company",OK,Creek,2016-01-01,Water,600,BBL,2986,3026,Beavers
"=""35037268480000""",Morrow,2,"Redland Resources Llc",OK,Creek,2016-04-01,Water,0,BBL,3115,3150,Morrow
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-09-01,Water,4275,BBL,2201,3041,"A Miller"
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-08-01,Water,4455,BBL,2140,2200,"A Miller"
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,5036,BBL,2201,3041,"A Miller"
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,3009,BBL,2140,2200,"A Miller"
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-05-01,Water,3938,BBL,2140,2200,"A Miller"
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-02-01,Water,1718,BBL,2201,3041,"A Miller"
"=""35037292630000""","A Miller",22,"Mid-con Energy Operating Llc",OK,Creek,2016-01-01,Water,3021,BBL,2140,2200,"A Miller"
"=""35037292840000""",Dar-lin,10,"Hall Greg Oil & Gas Llc",OK,Creek,2016-12-01,Water,3480,BBL,1850,1990,Dar-lin
"=""35037292840000""",Dar-lin,10,"Hall Greg Oil & Gas Llc",OK,Creek,2016-09-01,Water,2670,BBL,1850,1990,Dar-lin
"=""35037292840000""",Dar-lin,10,"Hall Greg Oil & Gas Llc",OK,Creek,2016-06-01,Water,450,BBL,1850,1990,Dar-lin
"=""35037292840000""",Dar-lin,10,"Hall Greg Oil & Gas Llc",OK,Creek,2016-05-01,Water,2310,BBL,1850,1990,Dar-lin
"=""35037292840000""",Dar-lin,10,"Hall Greg Oil & Gas Llc",OK,Creek,2016-04-01,Water,1500,BBL,1850,1990,Dar-lin
"=""35037292840000""",Dar-lin,10,"Hall Greg Oil & Gas Llc",OK,Creek,2016-01-01,Water,0,BBL,1850,1990,Dar-lin
"=""35037292890000""",Pickett,6a,"Dyer Dale E Dba The Loving Company",OK,Creek,2016-06-01,Water,3000,BBL,2907,2996,Pickett
"=""35037292890000""",Pickett,6a,"Dyer Dale E Dba The Loving Company",OK,Creek,2016-04-01,Water,0,BBL,2907,2996,Pickett
"=""35037292900000""",Dar-lin,12-1,"Hall Greg Oil & Gas Llc",OK,Creek,2016-08-01,Water,1680,BBL,1850,1990,Dar-lin
"=""35037292900000""",Dar-lin,12-1,"Hall Greg Oil & Gas Llc",OK,Creek,2016-05-01,Water,2430,BBL,1850,1990,Dar-lin
"=""35037292900000""",Dar-lin,12-1,"Hall Greg Oil & Gas Llc",OK,Creek,2016-04-01,Water,1920,BBL,1850,1990,Dar-lin
"=""35037292900000""",Dar-lin,12-1,"Hall Greg Oil & Gas Llc",OK,Creek,2016-02-01,Water,3052,BBL,1850,1990,Dar-lin
"=""35037292930000""",Cossack,1-28swd,"White Star Petroleum Llc",OK,Creek,2016-11-01,Water,0,BBL,4260,5750,Cossack
"=""35037292930000""",Cossack,1-28swd,"White Star Petroleum Llc",OK,Creek,2016-06-01,Water,0,BBL,4260,5750,Cossack
"=""35037292930000""",Cossack,1-28swd,"White Star Petroleum Llc",OK,Creek,2016-01-01,Water,0,BBL,4260,5750,Cossack
"=""35037293030000""",Anderson,15-1,"Anthis Land Company Llc",OK,Creek,2016-11-01,Water,0,BBL,3310,3600,Anderson
"=""35037293030000""",Anderson,15-1,"Anthis Land Company Llc",OK,Creek,2016-09-01,Water,0,BBL,3310,3600,Anderson
"=""35037293030000""",Anderson,15-1,"Anthis Land Company Llc",OK,Creek,2016-06-01,Water,0,BBL,3310,3600,Anderson
"=""35037293030000""",Anderson,15-1,"Anthis Land Company Llc",OK,Creek,2016-03-01,Water,0,BBL,3310,3600,Anderson
"=""35037293030000""",Anderson,15-1,"Anthis Land Company Llc",OK,Creek,2016-01-01,Water,0,BBL,3310,3600,Anderson
"=""35037300280000""","Richard Surplus",B-10,"Sallee Oil Corporation",OK,Creek,2016-11-01,Water,20500,BBL,1682,1715,"Richard Surplus"
"=""35037300280000""","Richard Surplus",B-10,"Sallee Oil Corporation",OK,Creek,2016-09-01,Water,20500,BBL,1682,1715,"Richard Surplus"
"=""35037300280000""","Richard Surplus",B-10,"Sallee Oil Corporation",OK,Creek,2016-08-01,Water,19000,BBL,1682,1715,"Richard Surplus"
"=""35037300280000""","Richard Surplus",B-10,"Sallee Oil Corporation",OK,Creek,2016-07-01,Water,20000,BBL,1682,1715,"Richard Surplus"
"=""35037300280000""","Richard Surplus",B-10,"Sallee Oil Corporation",OK,Creek,2016-03-01,Water,19000,BBL,1682,1715,"Richard Surplus"
"=""35037300280000""","Richard Surplus",B-10,"Sallee Oil Corporation",OK,Creek,2016-02-01,Water,20000,BBL,1682,1715,"Richard Surplus"
"=""35037300300000""",Doty,2,"T Bar M Energy Resources Llc",OK,Creek,2016-07-01,Water,0,BBL,824,845,Doty
"=""35037300300000""",Doty,2,"T Bar M Energy Resources Llc",OK,Creek,2016-06-01,Water,0,BBL,824,845,Doty
"=""35037300490000""",Showalter,5,"Glimp Oil Company Llc",OK,Creek,2016-12-01,Water,1143,BBL,3692,3750,Showalter
"=""35037300490000""",Showalter,5,"Glimp Oil Company Llc",OK,Creek,2016-07-01,Water,1352,BBL,3692,3750,Showalter
"=""35037300490000""",Showalter,5,"Glimp Oil Company Llc",OK,Creek,2016-02-01,Water,994,BBL,3692,3750,Showalter
"=""35037300670000""","M Mahan",5,"Jasper Oil Llc",OK,Creek,2016-05-01,Water,3000,BBL,2425,2489,"M Mahan"
"=""35037300670000""","M Mahan",5,"Jasper Oil Llc",OK,Creek,2016-04-01,Water,3000,BBL,2425,2489,"M Mahan"
"=""35037286440000""","G.w. Fisher",29,"Mid-con Energy Operating Llc",OK,Creek,2016-09-01,Water,228268,BBL,2566,3450,"G.w. Fisher"
"=""35037286440000""","G.w. Fisher",29,"Mid-con Energy Operating Llc",OK,Creek,2016-04-01,Water,146034,BBL,2566,3450,"G.w. Fisher"
"=""35037360320000""",Badger,6,"Dexxon Inc",OK,Creek,2016-06-01,Water,18000,BBL,2652,2782,Badger
"=""35037360320000""",Badger,6,"Dexxon Inc",OK,Creek,2016-04-01,Water,17000,BBL,2652,2782,Badger
"=""35037357960000""","Vance, Sam",8,"Berexco Llc",OK,Creek,2016-09-01,Water,53568,BBL,2600,2900,"Vance, Sam"
"=""35037357960000""","Vance, Sam",8,"Berexco Llc",OK,Creek,2016-07-01,Water,56006,BBL,2600,2900,"Vance, Sam"
"=""35037357960000""","Vance, Sam",8,"Berexco Llc",OK,Creek,2016-05-01,Water,63244,BBL,2600,2900,"Vance, Sam"
"=""35037357960000""","Vance, Sam",8,"Berexco Llc",OK,Creek,2016-01-01,Water,58125,BBL,2600,2900,"Vance, Sam"
"=""35037362020000""","Wacoche, Benjamine",4,"Petco Petroleum Corp",OK,Creek,2016-11-01,Water,179870,BBL,2526,2680,"Wacoche, Benjamine"
"=""35037362020000""","Wacoche, Benjamine",4,"Petco Petroleum Corp",OK,Creek,2016-07-01,Water,72830,BBL,2526,2680,"Wacoche, Benjamine"
"=""35037362020000""","Wacoche, Benjamine",4,"Petco Petroleum Corp",OK,Creek,2016-05-01,Water,96100,BBL,2526,2680,"Wacoche, Benjamine"
"=""35037362020000""","Wacoche, Benjamine",4,"Petco Petroleum Corp",OK,Creek,2016-04-01,Water,191523,BBL,2526,2680,"Wacoche, Benjamine"
"=""35037396680000""",Spsu,14-3,"Rover Operating Llc",OK,Creek,2016-11-01,Water,0,BBL,2862,2932,Spsu
"=""35037396680000""",Spsu,14-3,"Rover Operating Llc",OK,Creek,2016-08-01,Water,0,BBL,2862,2932,Spsu
"=""35037396690000""",Spsu,45-8,"Rover Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2818,2844,Spsu
"=""35037396690000""",Spsu,45-8,"Rover Operating Llc",OK,Creek,2016-01-01,Water,12437,BBL,2818,2844,Spsu
"=""35037396710000""",Starr,5,"Chizum Oil Llc",OK,Creek,2016-10-01,Other,0,,810,893,Starr
"=""35037388680000""",Mcelroy,8,"Spess Oil Company Inc",OK,Creek,2016-08-01,Water,0,BBL,2645,2678,Mcelroy
"=""35037388680000""",Mcelroy,8,"Spess Oil Company Inc",OK,Creek,2016-05-01,Water,0,BBL,2645,2678,Mcelroy
"=""35037388680000""",Mcelroy,8,"Spess Oil Company Inc",OK,Creek,2016-01-01,Water,0,BBL,2645,2678,Mcelroy
"=""35037013780000""","Ella Jones - Sec 3",34,"Mid-con Energy Operating Llc",OK,Creek,2016-10-01,Water,30422,BBL,2358,2438,"Ella Jones - Sec 3"
"=""35037013780000""","Ella Jones - Sec 3",34,"Mid-con Energy Operating Llc",OK,Creek,2016-09-01,Water,29600,BBL,2358,2438,"Ella Jones - Sec 3"
"=""35037013780000""","Ella Jones - Sec 3",34,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,30420,BBL,2358,2438,"Ella Jones - Sec 3"
"=""35037013780000""","Ella Jones - Sec 3",34,"Mid-con Energy Operating Llc",OK,Creek,2016-01-01,Water,30500,BBL,2358,2438,"Ella Jones - Sec 3"
"=""35037013790000""","Ella Jones - Sec 3",35,"Mid-con Energy Operating Llc",OK,Creek,2016-09-01,Water,29500,BBL,2342,2423,"Ella Jones - Sec 3"
"=""35037013790000""","Ella Jones - Sec 3",35,"Mid-con Energy Operating Llc",OK,Creek,2016-05-01,Water,30260,BBL,2342,2423,"Ella Jones - Sec 3"
"=""35037017310000""","Jennetta Richard",W-32,"Petco Petroleum Corp",OK,Creek,2016-09-01,Water,134560,BBL,2452,2533,"Jennetta Richard"
"=""35037017310000""","Jennetta Richard",W-32,"Petco Petroleum Corp",OK,Creek,2016-08-01,Water,65050,BBL,2452,2533,"Jennetta Richard"
"=""35037017310000""","Jennetta Richard",W-32,"Petco Petroleum Corp",OK,Creek,2016-07-01,Water,70930,BBL,2452,2533,"Jennetta Richard"
"=""35037017310000""","Jennetta Richard",W-32,"Petco Petroleum Corp",OK,Creek,2016-02-01,Water,129100,BBL,2452,2533,"Jennetta Richard"
"=""35037017490000""","Sam Richards Swd",1,"Berexco Llc",OK,Creek,2016-08-01,Water,25296,BBL,2650,2651,"Sam Richards Swd"
"=""35037017490000""","Sam Richards Swd",1,"Berexco Llc",OK,Creek,2016-05-01,Water,89931,BBL,2650,2651,"Sam Richards Swd"
"=""35037017510000""","Sam Richards",W-1,"Berexco Llc",OK,Creek,2016-11-01,Water,67380,BBL,2680,2794,"Sam Richards"
"=""35037017510000""","Sam Richards",W-1,"Berexco Llc",OK,Creek,2016-05-01,Water,67797,BBL,2680,2794,"Sam Richards"
"=""35037014400000""","Harjo (poor Farm)",9,"Proven Reserves Management Inc",OK,Creek,2016-10-01,Water,0,BBL,2760,2840,"Harjo (poor Farm)"
"=""35037014400000""","Harjo (poor Farm)",9,"Proven Reserves Management Inc",OK,Creek,2016-06-01,Water,2667,BBL,2760,2840,"Harjo (poor Farm)"
"=""35037014400000""","Harjo (poor Farm)",9,"Proven Reserves Management Inc",OK,Creek,2016-04-01,Water,0,BBL,2760,2840,"Harjo (poor Farm)"
"=""35037014400000""","Harjo (poor Farm)",9,"Proven Reserves Management Inc",OK,Creek,2016-01-01,Water,0,BBL,2760,2840,"Harjo (poor Farm)"
"=""35037014420000""","T. Scott",14,"Holloway David A",OK,Creek,2016-12-01,Water,1900,BBL,1777,1793,"T. Scott"
"=""35037014420000""","T. Scott",14,"Holloway David A",OK,Creek,2016-06-01,Water,1850,BBL,1777,1793,"T. Scott"
"=""35037014420000""","T. Scott",14,"Holloway David A",OK,Creek,2016-05-01,Water,1900,BBL,1777,1793,"T. Scott"
"=""35037014420000""","T. Scott",14,"Holloway David A",OK,Creek,2016-02-01,Water,1700,BBL,1777,1793,"T. Scott"
"=""35037014420000""","T. Scott",14,"Holloway David A",OK,Creek,2016-01-01,Water,1900,BBL,1777,1793,"T. Scott"
"=""35037004460000""","Stroud Prue Su (adams #1)",13-1,"Rover Operating Llc",OK,Creek,2016-08-01,Water,10783,BBL,2860,2943,"Stroud Prue Su (adams #1)"
"=""35037004460000""","Stroud Prue Su (adams #1)",13-1,"Rover Operating Llc",OK,Creek,2016-07-01,Water,6861,BBL,2860,2943,"Stroud Prue Su (adams #1)"
"=""35037004460000""","Stroud Prue Su (adams #1)",13-1,"Rover Operating Llc",OK,Creek,2016-05-01,Water,7515,BBL,2860,2943,"Stroud Prue Su (adams #1)"
"=""35037004460000""","Stroud Prue Su (adams #1)",13-1,"Rover Operating Llc",OK,Creek,2016-01-01,Water,11598,BBL,2860,2943,"Stroud Prue Su (adams #1)"
"=""35037009280000""",Jack,3,"Krumme Oil Company Llp",OK,Creek,2016-12-01,Water,0,BBL,3178,3214,Jack
"=""35037009280000""",Jack,3,"Krumme Oil Company Llp",OK,Creek,2016-11-01,Water,0,BBL,3178,3214,Jack
"=""35037009280000""",Jack,3,"Krumme Oil Company Llp",OK,Creek,2016-09-01,Water,0,BBL,3178,3214,Jack
"=""35037009280000""",Jack,3,"Krumme Oil Company Llp",OK,Creek,2016-04-01,Water,0,BBL,3178,3214,Jack
"=""35037009400000""","West Arno Unit",7-7,"Bailey Richard Leon",OK,Creek,2016-08-01,Water,1000,BBL,2537,2544,"West Arno Unit"
"=""35037009400000""","West Arno Unit",7-7,"Bailey Richard Leon",OK,Creek,2016-05-01,Water,900,BBL,2537,2544,"West Arno Unit"
"=""35037009400000""","West Arno Unit",7-7,"Bailey Richard Leon",OK,Creek,2016-03-01,Water,900,BBL,2537,2544,"West Arno Unit"
"=""35037017990000""","George Jones",8,"Little River Energy Company",OK,Creek,2016-02-01,Water,28000,BBL,2130,2400,"George Jones"
"=""35037018080000""",Mikey,14,"Yarhola Production Company",OK,Creek,2016-12-01,Water,0,BBL,2954,2977,Mikey
"=""35037018080000""",Mikey,14,"Yarhola Production Company",OK,Creek,2016-10-01,Water,0,BBL,2100,2451,Mikey
"=""35037018080000""",Mikey,14,"Yarhola Production Company",OK,Creek,2016-06-01,Water,0,BBL,2100,2451,Mikey
"=""35037018080000""",Mikey,14,"Yarhola Production Company",OK,Creek,2016-01-01,Water,0,BBL,2100,2451,Mikey
"=""35037018710000""","J.w. Fields",9w,"Nbi Services Inc",OK,Creek,2016-10-01,Water,28753,BBL,1493,1516,"J.w. Fields"
"=""35037018780000""","M. Lowe",1,"Swan James A",OK,Creek,2016-10-01,Water,280,BBL,1558,1605,"M. Lowe"
"=""35037018780000""","M. Lowe",1,"Swan James A",OK,Creek,2016-05-01,Water,260,BBL,1558,1605,"M. Lowe"
"=""35037018780000""","M. Lowe",1,"Swan James A",OK,Creek,2016-01-01,Water,280,BBL,1558,1605,"M. Lowe"
"=""35037012220000""","S Robinson (6-a)",9-w,"Krumme Oil Company Llp",OK,Creek,2016-11-01,Water,10194,BBL,2740,2782,"S Robinson (6-a)"
"=""35037012220000""","S Robinson (6-a)",9-w,"Krumme Oil Company Llp",OK,Creek,2016-07-01,Water,11021,BBL,2740,2782,"S Robinson (6-a)"
"=""35037011980000""",Bartlett,8,"Bso Inc",OK,Creek,2016-11-01,Water,15208,BBL,2876,2892,Bartlett
"=""35037011980000""",Bartlett,8,"Bso Inc",OK,Creek,2016-07-01,Water,15208,BBL,2876,2892,Bartlett
"=""35037011980000""",Bartlett,8,"Bso Inc",OK,Creek,2016-01-01,Water,15208,BBL,2876,2892,Bartlett
"=""35037012040000""",Trent,5,"Krumme Oil Company Llp",OK,Creek,2016-04-01,Water,3179,BBL,2651,2685,Trent
"=""35037012040000""",Trent,5,"Krumme Oil Company Llp",OK,Creek,2016-02-01,Water,2633,BBL,2651,2685,Trent
